ID	TW	CN	JP	CP950	CP936	GB2312	GBK
3961	9174	9174		9174	9174	9174	9174
3962	9173	9173		9173	9173		9173
3963	9185	9185		9185	9185	9185	9185
3964	918A	918A		918A	918A		918A
3965	48FD	48FD
3966	9191	9191		9191	9191	9191	9191
3967	9190	9190		9190	9190	9190	9190
3968	918D	918D		918D	918D	918D	918D
3969	9193	9193		9193	9193		9193
3970	4909	4909
3971	919D	919D		919D	919D		919D
3972	919A	919A		919A	919A	919A	919A
3973	919F	919F		919F	919F		919F
3974	2888C	2888C
3975	2888B	2888B
3976	91A2	91A2		91A2	91A2	91A2	91A2
3977	91A0	91A0		91A0	91A0		91A0
3978	9199	9199		9199	9199		9199
3979	490D	490D
3980	288A1	288A1
3981	91B1	91B1		91B1	91B1		91B1
3982	490E	490E
3983	91B0	91B0		91B0	91B0		91B0
3984	91B2	91B2		91B2	91B2		91B2
3985	91B5	91B5		91B5	91B5	91B5	91B5
3986	91B3	91B3		91B3	91B3		91B3
3987	91B9	91B9		91B9	91B9		91B9
3988	91BE	91BE		91BE	91BE
3989	91BD	91BD		91BD	91BD		91BD
3990	4918	4918
3991	91C2	91C2		91C2	91C2		91C2
3992	91C3	917E		91C3	917E	917E	917E
3993	91C5	917D		91C5	917D	917D	917D
3994	91D4	9487		91D4	9487	9487	9487
3995	91D5	948C		91D5	948C	948C	948C
3996	91F7	948D		91F7	948D	948D	948D
3997	923B	923B			923B
3998	91E9	9492		91E9	9492	9492	9492
3999	91F3	91F3		91F3	91F3		91F3
4000	91F9	9495		91F9	9495	9495	9495
4001	91E4	9490		91E4	9490	9490	9490
4002	9204	94AD		9204	94AD	94AD	94AD
4003	9227	94AA		9227	94AA	94AA	94AA
4004	9201	94AB		9201	94AB	94AB	94AB
4005	9225	94AC		9225	94AC	94AC	94AC
4006	9203	9498		9203	9498
4007	920C	920C		920C	920C		920C
4008	4C19	9218			9218		9218
4009	9208	949A			949A	949A	949A
4010	9226	949B		9226	949B	949B	949B
4011	9224	9224		9224	9224		9224
4012	9202	9202		9202	9202		9202
4013	9217	9217		9217	9217		9217
4014	928B	928B		928B	928B
4015	91FD	91FD		91FD	91FD		91FD
4016	9230	94C8		9230	94C8	94C8	94C8
4017	9249	94C9		9249	94C9	94C9	94C9
4018	924D	94CB		924D	94CB	94CB	94CB
4019	923A	94B0		923A	94B0	94B0	94B0
4020	922E	94CC		922E	94CC	94CC	94CC
4021	9255	94B7			94B7	94B7	94B7
4022	9266	94B2		9266	94B2	94B2	94B2
4023	9265	9265		9265	9265
4024	9263	9263		9263	9263		9263
4025	9239	94CD		9239	94CD	94CD	94CD
4026	926D	94BD		926D	94BD	94BD	94BD
4027	926C	94BC		926C	94BC	94BC	94BC
4028	923F	94BF		923F	94BF	94BF	94BF
4029	924E	924E		924E	924E
4030	28966	28966
4031	925A	94C6		925A	94C6	94C6	94C6
4032	9283	94F3	9283	9283	94F3	94F3	94F3
4033	92A5	94F1		92A5	94F1	94F1	94F1
4034	92A8	94F5		92A8	94F5	94F5	94F5
4035	9276	94CF		9276	94CF
4036	928D	928D		928D	928D		928D
4037	927A	94D2		927A	94D2	94D2	94D2
4038	928E	928E		928E	928E	928E	928E
4039	92A0	94D1		92A0	94D1	94D1	94D1
4040	92AA	94D5		92AA	94D5	94D5	94D5
4041	9299	9299		9299	9299		9299
4042	92B1	94DE			94DE	94DE	94DE
4043	92A6	94DF		92A6	94DF	94DF	94DF
4044	929A	94EB		929A	94EB	94EB	94EB
4045	9279	9279		9279	9279		9279
4046	92AB	94EF		92AB	94EF	94EF	94EF
4047	92A9	94E5		92A9	94E5	94E5	94E5
4048	9291	94E3	9291	9291	94E3	94E3	94E3
4049	927F	94EA		927F	94EA	94EA	94EA
4050	92A3	94F7		92A3	94F7	94F7	94F7
4051	492C	492C
4052	92C3	9512		92C3	9512	9512	9512
4053	92F1	94FD		92F1	94FD	94FD	94FD
4054	92DF	9513		92DF	9513	9513	9513
4055	92E6	9514		92E6	9514	9514	9514
4056	92CF	94D7		92CF	94D7	94D7	94D7
4057	92E5	9503			9503	9503	9503
4058	92C7	94A1		92C7	94A1	94A1	94A1
4059	92F0	9502		92F0	9502	9502	9502
4060	92D8	92D8		92D8	92D8		92D8
4061	92E9	94D3		92E9	94D3
4062	92DD	92DD		92DD	92DD		92DD
4063	9401	9401			9401
4064	92C4	933D		92C4	933D
4065	92CC	94E4		92CC	94E4	94E4	94E4
4066	92EF	9506		92EF	9506	9506	9506
4067	9305	92EB			92EB
4068	9303	9303			9303		9303
4069	9307	952B			952B	952B	952B
4070	9327	9327		9327	9327
4071	9308	9529		9308	9529	9529	9529
4072	9306	9516		9306	9516	9516	9516
4073	930F	94D4		930F	94D4
4074	9338	94FC		9338	94FC	94FC	94FC
4075	931B	951B		931B	951B	951B	951B
4076	9340	951D			951D	951D	951D
4077	9301	951E		9301	951E	951E	951E
4078	9315	951F		9315	951F	951F	951F
4079	9346	9494		9346	9494	9494	9494
4080	932E	9522	932E	932E	9522	9522	9522
4081	932A	932A		932A	932A		932A
4082	9341	9528			9528	9528	9528
4083	9319	9531		9319	9531	9531	9531
4084	9357	9357		9357	9357		9357
4085	936A	936A		936A	936A	936A	936A
4086	9347	9534		9347	9534	9534	9534
4087	9387	9545			9545	9545	9545
4088	937A	9517		937A	9517	9517	9517
4089	9371	9371		9371	9371		9371
4090	9358	94E1		9358	94E1	94E1	94E1
4091	9376	9536		9376	9536	9536	9536
4092	9354	9537		9354	9537	9537	9537
4093	9369	9518			9518	9518	9518
4094	9363	9363		9363	9363		9363
4095	9260	9260		9260	9260
4096	9367	9367		9367	9367		9367
4097	9351	9351		9351	9351
4098	9364	9538		9364	9538	9538	9538
4099	9360	953D		9360	953D
4100	934E	934E		934E	934E		934E
4101	93AC	9550		93AC	9550	9550	9550
4102	93B5	9553		93B5	9553	9553	9553
4103	93B0	9552		93B0	9552	9552	9552
4104	93A3	84E5		93A3	84E5	84E5	84E5
4105	9398	9549		9398	9549	9549	9549
4106	8028	8028		8028	8028	8028	8028
4107	93A7	94E0		93A7	94E0	94E0	94E0
4108	93AA	953C		93AA	953C	953C	953C
4109	9397	9397		9397	9397
4110	93DE	955B		93DE	955B	955B	955B
4111	93F9	956A		93F9	956A	956A	956A
4112	93CA	93CA		93CA	93CA	93CA	93CA
4113	93E8	933E		93E8	933E	933E	933E
4114	93E7	93E7		93E7	93E7		93E7
4115	93D0	93D0		93D0	93D0		93D0
4116	942A	942A		942A	942A
4117	7F45	7F45		7F45	7F45	7F45	7F45
4118	9405	9405			9405		9405
4119	93A9	94E9		93A9	94E9	94E9	94E9
4120	940B	940B		940B	940B		940B
4121	9425	9425			9425
4122	9420	9568		9420	9568	9568	9568
4123	9412	94F9		9412	94F9	94F9	94F9
4124	93FA	93FA		93FA	93FA
4125	9426	950E			950E	950E	950E
4126	9428	9544		9428	9544	9544	9544
4127	941D	9562			9562	9562	9562
4128	9410	9563		9410	9563	9563	9563
4129	93F5	94E7		93F5	94E7	94E7	94E7
4130	93F7	9564		93F7	9564	9564	9564
4131	93F6	93F6		93F6	93F6
4132	494F	494F
4133	943F	9571		943F	9571	9571	9571
4134	9429	9429		9429	9429
4135	9434	9434			9434		9434
4136	942D	942D			942D		942D
4137	944C	9554		944C	9554	9554	9554
4138	9454	9572			9572	9572	9572
4139	944B	944B		944B	944B		944B
4140	28B92	28B92
4141	9448	9448		9448	9448		9448
4142	944A	956C		944A	956C	956C	956C
4143	496F	496F
4144	9455	9527		9455	9527
4145	945E	9574		945E	9574
4146	946D	9567		946D	9567	9567	9567
4147	9479	9569			9569	9569	9569
4148	9482	954B		9482	954B
4149	9481	9481		9481	9481
4150	95AC	9606		95AC	9606	9606	9606
4151	95AB	9603		95AB	9603	9603	9603
4152	95BC	960F		95BC	960F	960F	960F
4153	95BE	9608		95BE	9608	9608	9608
4154	95B9	9609		95B9	9609	9609	9609
4155	95B6	960A		95B6	960A	960A	960A
4156	95BF	960C		95BF	960C	960C	960C
4157	95BD	960D		95BD	960D	960D	960D
4158	95C3	9612		95C3	9612	9612	9612
4159	95D5	9619		95D5	9619	9619	9619
4160	95D3	95FF		95D3	95FF
4161	95DE	961A		95DE	961A	961A	961A
4162	95E5	95FC		95E5	95FC	95FC	95FC
4163	9658	9649		9658	9649	9649	9649
4164	965F	965F		965F	965F	965F	965F
4165	967B	967B			967B		967B
4166	9689	9667		9689	9667	9667	9667
4167	96F1	96F1		96F1	96F1		96F1
4168	9723	9723		9723	9723		9723
4169	9722	9721		9722	9721
4170	9730	9730		9730	9730	9730	9730
4171	9746	53C7		9746	53C7
4172	9783	9783		9783	9783		9783
4173	9797	9797		9797	9797		9797
4174	4A87	4A87
4175	97C9	97AF		97C9	97AF	97AF	97AF
4176	97CD	97E8		97CD	97E8
4177	97D9	97EA		97D9	97EA	97EA	97EA
4178	97D7	97D7		97D7	97D7		97D7
4179	97DE	97EB		97DE	97EB	97EB	97EB
4180	9807	9878		9807	9878	9878	9878
4181	980E	9880		980E	9880	9880	9880
4182	9826	988F		9826	988F	988F	988F
4183	982B	982B		982B	982B		982B
4184	9832	988B		9832	988B
4185	9852	9899		9852	9899
4186	9859	98A1		9859	98A1	98A1	98A1
4187	9862	989F		9862	989F	989F	989F
4188	9865	98A2		9865	98A2	98A2	98A2
4189	986C	98A5			98A5	98A5	98A5
4190	9873	989E		9873	989E	989E	989E
4191	9874	98A7		9874	98A7	98A7	98A7
4192	98B8	98D4		98B8	98D4
4193	98BF	98BF		98BF	98BF		98BF
4194	98BB	98BB		98BB	98BB		98BB
4195	98C0	98D7		98C0	98D7
4196	98C6	98D9		98C6	98D9	98D9	98D9
4197	98EB	996B		98EB	996B	996B	996B
4198	98FF	9973			9973
4199	990E	9979			9979
4200	9904	9978			9978
4201	9916	997E		9916	997E
4202	9911	997D		9911	997D	997D	997D
4203	991C	9983			9983
4204	9933	9967		9933	9967	9967	9967
4205	9931	7CC7		9931	7CC7	7CC7	7CC7
4206	993A	998E		993A	998E
4207	9936	9989			9989
4208	994F	994F			994F		994F
4209	9949	9991		9949	9991	9991	9991
4210	9943	998D		9943	998D	998D	998D
4211	994C	9994		994C	9994	9994	9994
4212	9950	9950		9950	9950		9950
4213	994A	9993			9993	9993	9993
4214	9957	98E8		9957	98E8	98E8	98E8
4215	9961	9961		9961	9961		9961
4216	99D3	99D3		99D3	99D3		99D3
4217	99D4	9A75		99D4	9A75	9A75	9A75
4218	99C9	99C9		99C9	99C9		99C9
4219	99D8	9A80		99D8	9A80	9A80	9A80
4220	4B8B	4B8B
4221	4B85	4B85
4222	9A02	9A8D		9A02	9A8D
4223	99F8	9A8E		99F8	9A8E
4224	4B80	4B80
4225	9A0F	9A90		9A0F	9A90	9A90	9A90
4226	9A0D	9A92		9A0D	9A92	9A92	9A92
4227	9A05	9A93		9A05	9A93	9A93	9A93
4228	9A1C	9A1C		9A1C	9A1C		9A1C
4229	9A38	9A9F		9A38	9A9F	9A9F	9A9F
4230	9A2D	9A98		9A2D	9A98	9A98	9A98
4231	9A2E	9A9D		9A2E	9A9D	9A9D	9A9D
4232	9A41	9A9C		9A41	9A9C	9A9C	9A9C
4233	9A42	9A96		9A42	9A96	9A96	9A96
4234	9A44	9AA2		9A44	9AA2	9AA2	9AA2
4235	9A4E	9A4E		9A4E	9A4E		9A4E
4236	9A48	9A48		9A48	9A48		9A48
4237	9A4D	9A81		9A4D	9A81	9A81	9A81
4238	9A4A	9A85		9A4A	9A85	9A85	9A85
4239	9A64	9AA7		9A64	9AA7	9AA7	9AA7
4240	9AAD	9AAD		9AAD	9AAD		9AAD
4241	9AC0	9AC0		9AC0	9AC0	9AC0	9AC0
4242	9AD6	9ACB		9AD6	9ACB	9ACB	9ACB
4243	9AE1	9AE1		9AE1	9AE1	9AE1	9AE1
4244	9AFA	9AFA		9AFA	9AFA		9AFA
4245	9AFF	9AFF			9AFF		9AFF
4246	4C09	4C09
4247	9B18	9B18		9B18	9B18		9B18
4248	9B29	960B		9B29	960B	960B	960B
4249	9B4E	9B49		9B4E	9B49	9B49	9B49
4250	9B4D	9B4D		9B4D	9B4D	9B4D	9B4D
4251	4C30	4C30
4252	9B5B	9C7D		9B5B	9C7D
4253	9B74	9C82		9B74	9C82	9C82	9C82
4254	9B68	9C80		9B68	9C80
4255	9B6A	9B6A			9B6A		9B6A
4256	9B80	9B80		9B80	9B80		9B80
4257	9B8D	9C8F			9C8F
4258	9B83	9C86			9C86	9C86	9C86
4259	9B90	9C90		9B90	9C90	9C90	9C90
4260	9BF9	9B8F			9B8F
4261	9B93	9C8A		9B93	9C8A
4262	9B92	9C8B		9B92	9C8B	9C8B	9C8B
4263	9BAD	9C91		9BAD	9C91	9C91	9C91
4264	9B9A	9C92		9B9A	9C92	9C92	9C92
4265	9BA8	9BA8		9BA8	9BA8		9BA8
4266	9BA6	9C96		9BA6	9C96
4267	9BC7	9CA9		9BC7	9CA9	9CA9	9CA9
4268	9BBA	9C9D			9C9D
4269	9BC1	9CA0		9BC1	9CA0	9CA0	9CA0
4270	9BC0	9CA7		9BC0	9CA7	9CA7	9CA7
4271	9BC8	9BC8		9BC8	9BC8		9BC8
4272	9BD6	9CAD		9BD6	9CAD	9CAD	9CAD
4273	9BEB	9CB0		9BEB	9CB0	9CB0	9CB0
4274	9BEA	9CAE		9BEA	9CAE	9CAE	9CAE
4275	9BE1	9CB1		9BE1	9CB1	9CB1	9CB1
4276	9BDB	9CB7		9BDB	9CB7	9CB7	9CB7
4277	9BE2	9CB5		9BE2	9CB5	9CB5	9CB5
4278	9BD4	9CBB		9BD4	9CBB	9CBB	9CBB
4279	9BEC	9BEC		9BEC	9BEC		9BEC
4280	9BFF	9CCA			9CCA	9CCA	9CCA
4281	9C06	9C06		9C06	9C06
4282	9C08	9CBD		9C08	9CBD	9CBD	9CBD
4283	9C12	9CC6		9C12	9CC6	9CC6	9CC6
4284	9C1F	9CD1			9CD1
4285	9C1C	9CD2		9C1C	9CD2
4286	9C23	9CA5		9C23	9CA5	9CA5	9CA5
4287	9C28	9CCE		9C28	9CCE	9CCE	9CCE
4288	4C77	4CA3					4CA3
4289	4C8D	9C27			9C27
4290	9C21	9C21		9C21	9C21		9C21
4291	9C45	9CD9			9CD9	9CD9	9CD9
4292	9C32	9CCC		9C32	9CCC	9CCC	9CCC
4293	9C48	9CD5		9C48	9CD5	9CD5	9CD5
4294	9C39	9CA3		9C39	9CA3	9CA3	9CA3
4295	9C33	9CD3		9C33	9CD3	9CD3	9CD3
4296	9C3C	9CDB		9C3C	9CDB
4297	9C35	9CD8			9CD8	9CD8	9CD8
4298	9C37	9CA6		9C37	9CA6	9CA6	9CA6
4299	9C52	9CDF		9C52	9CDF	9CDF	9CDF
4300	9C58	9C9F		9C58	9C9F	9C9F	9C9F
4301	4C8B	4C8B
4302	9C62	9CB9		9C62	9CB9
4303	9C67	9CE2		9C67	9CE2	9CE2	9CE2
4304	9C66	9C66		9C66	9C66		9C66
4305	9C5F	9C8E		9C5F	9C8E	9C8E	9C8E
4306	9C6D	9C9A		9C6D	9C9A	9C9A	9C9A
4307	9C68	9CBF		9C68	9CBF
4308	9C6F	9CE0			9CE0
4309	9C6E	9B63		9C6E	9B63
4310	9C7A	9CA1		9C7A	9CA1	9CA1	9CA1
4311	9CE7	51EB		9CE7	51EB	51EB	51EB
4312	9D07	9E28		9D07	9E28	9E28	9E28
4313	4CC1	4CC1
4314	9D1E	9E2E		9D1E	9E2E
4315	9D1D	9E32		9D1D	9E32	9E32	9E32
4316	9D1F	9E31		9D1F	9E31	9E31	9E31
4317	9D41	9D41		9D41	9D41
4318	9D2F	9E38		9D2F	9E38	9E38	9E38
4319	9D37	9D37		9D37	9D37
4320	9D30	9E39		9D30	9E39	9E39	9E39
4321	9D42	9E3A		9D42	9E3A	9E3A	9E3A
4322	9D43	9E3C		9D43	9E3C
4323	9D34	9E3B			9E3B
4324	9D5C	9E48		9D5C	9E48	9E48	9E48
4325	9D53	9E41		9D53	9E41	9E41	9E41
4326	9D4C	9D4C		9D4C	9D4C		9D4C
4327	9D52	9E46		9D52	9E46	9E46	9E46
4328	9D8A	9E52		9D8A	9E52
4329	9D84	9D84		9D84	9D84
4330	9D87	9E2B		9D87	9E2B	9E2B	9E2B
4331	9D7E	9E4D			9E4D
4332	9D6E	9E50			9E50
4333	9DA9	9E5C		9DA9	9E5C	9E5C	9E5C
4334	9DA5	9E5B			9E5B	9E5B	9E5B
4335	9D98	9E55		9D98	9E55	9E55	9E55
4336	9DAA	9DAA		9DAA	9DAA
4337	9DA1	9E56		9DA1	9E56
4338	9D9A	9E57		9D9A	9E57	9E57	9E57
4339	9D93	9E4B			9E4B	9E4B	9E4B
4340	9D96	9E59		9D96	9E59
4341	9DBC	9E63		9DBC	9E63	9E63	9E63
4342	9DC0	9E5A			9E5A	9E5A	9E5A
4343	9DBA	9E61		9DBA	9E61
4344	9DCF	9DCF		9DCF	9DCF
4345	9DC7	9DC7		9DC7	9DC7		9DC7
4346	9DC3	9DC3		9DC3	9DC3		9DC3
4347	9DBB	9E58		9DBB	9E58	9E58	9E58
4348	9DAC	9E27		9DAC	9E27
4349	9DD9	9E37		9DD9	9E37	9E37	9E37
4350	9DD6	9E65		9DD6	9E65
4351	9DDA	9E68		9DDA	9E68	9E68	9E68
4352	9DE9	9DE9		9DE9	9DE9		9DE9
4353	9DC9	9DC9			9DC9
4354	9DF2	9E6B		9DF2	9E6B	9E6B	9E6B
4355	9DF8	9E6C		9DF8	9E6C	9E6C	9E6C
4356	9DEF	9E69		9DEF	9E69	9E69	9E69
4357	9D50	9E40			9E40
4358	9DE6	9E6A		9DE6	9E6A	9E6A	9E6A
4359	9E02	9E02		9E02	9E02		9E02
4360	9E07	9E6F		9E07	9E6F
4361	9E03	9E03		9E03	9E03		9E03
4362	4D09	9E6E			9E6E		9E6E
4363	9E0F	9E0F		9E0F	9E0F		9E0F
4364	9E13	9E13		9E13	9E13		9E13
4365	9E15	9E2C		9E15	9E2C	9E2C	9E2C
4366	9E1B	9E73		9E1B	9E73	9E73	9E73
4367	9E1D	9E42		9E1D	9E42	9E42	9E42
4368	9E7A	9E7E		9E7A	9E7E	9E7E	9E7E
4369	9EA4	9EA4		9EA4	9EA4
4370	730A	730A		730A	730A	730A	730A
4371	9E9A	9E9A		9E9A	9E9A		9E9A
4372	4D46	4D3F
4373	9EB7	9EB7		9EB7	9EB7		9EB7
4374	9ECC	9EC9		9ECC	9EC9	9EC9	9EC9
4375	4D56	4D56
4376	9EE5	9EE5		9EE5	9EE5	9EE5	9EE5
4377	9EF6	9EE1		9EF6	9EE1
4378	9EFD	9EFE		9EFD	9EFE	9EFE	9EFE
4379	9EFF	9F0B		9EFF	9F0B	9F0B	9F0B
4380	9F09	9F0D		9F09	9F0D	9F0D	9F0D
4381	9F47	9F44		9F47	9F44	9F44	9F44
4382	9F4F	9F51		9F4F	9F51	9F51	9F51
4383	9F54	9F80		9F54	9F80	9F80	9F80
4384	9F60	9F86		9F60	9F86	9F86	9F86
4385	9F59	9F85		9F59	9F85	9F85	9F85
4386	9F76	816D		9F76	816D	816D	816D
4387	9F95	9F9B		9F95	9F9B	9F9B	9F9B
4388	3510	3510
4389	3596	3596
4390	56C7	56C7			56C7		56C7
4391	3727	3727
4392	395A	395A
4393	3931	3931
4394	624F	624F			624F		624F
4395	3A86	3A86
4396	6546	6546		6546	6546		6546
4397	3AE6	3AE6
4398	3B01	3B01
4399	3B15	3B15
4400	3B08	3B08
4401	3B21	3B21
4402	3CB1	3CB1
4403	708B	708B			708B		708B
4404	3DE6	3DE6
4405	3FA1	3FA1
4406	3FF5	3FF5
4407	401F	401F
4408	4041	4041
4409	4033	4033
4410	252B4	252B4
4411	40AF	40AF
4412	4152	4152
4413	7CDA	7CDA			7CDA		7CDA
4414	4649	4649
4415	4342	4342
4416	434B	434B
4417	4385	4385
4418	4433	4433
4419	4445	4445
4420	44A2	44A2
4421	44D2	44D2
4422	451C	451C
4423	449D	449D
4424	871B	871B		871B	871B		871B
4425	4645	4645
4426	4638	4638
4427	4681	4681
4428	468E	468E
4429	8A4D	8A4D		8A4D	8A4D		8A4D
4430	4700	4700
4431	8C5F	8C5F		8C5F	8C5F		8C5F
4432	47C4	47C4
4433	47CC	47CC
4434	4846	4846
4435	48E0	48E0
4436	9710	9710		9710	9710		9710
4437	4A2F	4A2F
4438	4A58	4A58
4439	4AF0	4AF0
4440	4B16	4B16
4441	4C31	4C31
4442	4C76	4C76
4443	4CEB	4CEB
4444	51E2	51E2			51E2
4445	5DE0	5759		5DE0	5759
4446	7DD2	7EEA	7DD2	7DD2	7EEA	7EEA	7EEA
4447	7F85	7F57	7F85	7F85	7F57	7F57	7F57
4448	56C9	5570		56C9	5570
4449	5C4F	5C4F		5C4F	5C4F	5C4F	5C4F
4450	5CF0	5CF0	5CF0	5CF0	5CF0	5CF0	5CF0
4451	5DA7	5CC4		5DA7	5CC4	5CC4	5CC4
4452	84D6	84D6		84D6	84D6	84D6	84D6
4453	5406	5406		5406	5406	5406	5406
4454	9742	96F3		9742	96F3	96F3	96F3
4455	6B20	6B20	6B20	6B20	6B20	6B20	6B20
4456	5306	5306		5306	5306	5306	5306
4457	6ECC	6DA4		6ECC	6DA4	6DA4	6DA4
4458	8555	83B8		8555	83B8	83B8	83B8
4459	7A4C	7A23		7A4C	7A23	7A23	7A23
4460	7526	7526		7526	7526		7526
4461	7B56	7B56	7B56	7B56	7B56	7B56	7B56
4462	7B74	7B74		7B74	7B74		7B74
4463	89D2	89D2	89D2	89D2	89D2	89D2	89D2
4464	8173	811A	811A	8173	811A	811A	811A
4465	907F	907F	907F	907F	907F	907F	907F
4466	5DBA	5CAD		5DBA	5CAD	5CAD	5CAD
4467	975C	9759	9759	975C	9759	9759	9759
4468	975A	9753		975A	9753	9753	9753
4469	6E88	6CA9		6E88	6CA9	6CA9	6CA9
4470	79B0	7962		79B0	7962	7962	7962
4471	8CEB	8D4D			8D4D	8D4D	8D4D
4472	9F4E	9F4E		9F4E	9F4E		9F4E
4473	7064	6EE6		7064	6EE6	6EE6	6EE6
4474	6B12	683E		6B12	683E	683E	683E
4475	7469	83B9		7469	83B9	83B9	83B9
4476	74CA	743C		74CA	743C	743C	743C
4477	7814	7814	7814	7814	7814	7814	7814
4478	8C93	732B	732B	8C93	732B	732B	732B
4479	961C	961C	961C	961C	961C	961C	961C
4480	9091	9091		9091	9091	9091	9091
4481	965C	965C		965C	965C		965C
4482	9200	94AF		9200	94AF	94AF	94AF
4483	9C09	9CC7		9C09	9CC7	9CC7	9CC7
4484	5197	5197	5197	5197	5197	5197	5197
4485	868B	868B		868B	868B	868B	868B
4486	8AAA	8BF4	8AAC	8AAA	8BF4	8BF4	8BF4
4487	8457	7740	8457	8457	7740	7740	7740
4488	6CC1	51B5	6CC1	6CC1	51B5	51B5	51B5
4489	6C7A	51B3	6C7A	6C7A	51B3	51B3	51B3
4490	812B	8131	8131	812B	8131	8131	8131
4491	9EC3	9EC4	9EC4	9EC3	9EC4	9EC4	9EC4
4492	6386	6386			6386
4493	7D2C	7D2C		7D2C	7D2C
4494	819E	819E		819E	819E
4495	4661	464C					464C
4496	8B8C	8B8C		8B8C	8B8C
4497	91FE	91FE			91FE
4498	4947	4982					4982
4499	942F	942F			942F
4500	499B	49B6					49B6
4501	9BA3	9BA3			9BA3
4502	9C0C	9C0C			9C0C
4503	9CFE	9CFE			9CFE
4504	9F91	9F91		9F91	9F91
4505	7D72	4E1D	7CF8	7D72	4E1D	4E1D	4E1D
4506	500B	4E2A	500B	500B	4E2A	4E2A	4E2A
4507	8C50	4E30	8C4A	8C50	4E30	4E30	4E30
4508	8667	4E8F		8667	4E8F	4E8F	4E8F
4509	50C5	4EC5	50C5	50C5	4EC5	4EC5	4EC5
4510	4F96	4ED1		4F96	4ED1	4ED1	4ED1
4511	5009	4ED3	5009	5009	4ED3	4ED3	4ED3
4512	50F9	4EF7	4FA1	50F9	4EF7	4EF7	4EF7
4513	773E	4F17	8846	773E	4F17	4F17	4F17
4514	4F63	4F63		4F63	4F63	4F63	4F63
4515	9EE8	515A	515A	9EE8	515A	515A	515A
4516	862D	5170		862D	5170	5170	5170
4517	5CA1	5188	5CA1	5CA1	5188	5188	5188
4518	9CF3	51E4		9CF3	51E4	51E4	51E4
4519	6191	51ED		6191	51ED	51ED	51ED
4520	5289	5218		5289	5218	5218	5218
4521	5247	5219	5247	5247	5219	5219	5219
4522	5275	521B	5275	5275	521B	521B	521B
4523	5257	522C			522C
4524	528D	5251	5263	528D	5251	5251	5251
4525	52DB	52CB		52DB	52CB	52CB	52CB
4526	5331	532E		5331	532E	532E	532E
4527	83EF	534E	83EF	83EF	534E	534E	534E
4528	5354	534F	5354	5354	534F	534F	534F
4529	55AE	5355	5358	55AE	5355	5355	5355
4530	5EE0	5382		5EE0	5382	5382	5382
4531	56B3	55BE		56B3	55BE	55BE	55BE
4532	9749	53C6		9749	53C6
4533	8449	53F6	8449	8449	53F6	53F6	53F6
4534	5606	53F9	5606	5606	53F9	53F9	53F9
4535	807D	542C	8074	807D	542C	542C	542C
4536	565D	549D			549D	549D	549D
4537	55F6	54D4		55F6	54D4	54D4	54D4
4538	5699	556E		5699	556E	556E	556E
4539	56B6	5624		56B6	5624	5624	5624
4540	5712	56ED	5712	5712	56ED	56ED	56ED
4541	570D	56F4	56F2	570D	56F4	56F4	56F4
4542	570B	56FD	56FD	570B	56FD	56FD	56FD
4543	5716	56FE	56F3	5716	56FE	56FE	56FE
4544	5713	5706	5186	5713	5706	5706	5706
4545	58DE	574F	58CA	58DE	574F	574F	574F
4546	58E9	575D		58E9	575D	575D	575D
4547	5862	575E		5862	575E	575E	575E
4548	580A	57A9		580A	57A9	57A9	57A9
4549	57E1	57AD		57E1	57AD	57AD	57AD
4550	5864	57D9		5864	57D9	57D9	57D9
4551	58BB	5899		58BB	5899	5899	5899
4552	8A87	5938	8A87	8A87	5938	5938	5938
4553	5969	5941		5969	5941	5941	5941
4554	5AFF	5A73		5AFF	5A73
4555	5BE7	5B81	5BE7	5BE7	5B81	5B81	5B81
4556	723E	5C14		723E	5C14	5C14	5C14
4557	5C37	5C34		5C37	5C34	5C34	5C34
4558	5DBC	5C7F		5DBC	5C7F	5C7F	5C7F
4559	6B72	5C81		6B72	5C81	5C81	5C81
4560	5D17	5C97		5D17	5C97	5C97	5C97
4561	5D2C	5CBD			5CBD	5CBD	5CBD
4562	5CFD	5CE1	5CE1	5CFD	5CE1	5CE1	5CE1
4563	5DD2	5CE6		5DD2	5CE6	5CE6	5CE6
4564	5D94	5D5A		5D94	5D5A
4565	5E43	5E0F		5E43	5E0F	5E0F	5E0F
4566	9F90	5E9E		9F90	5E9E	5E9E	5E9E
4567	9304	5F55	9332	9304	5F55	5F55	5F55
4568	5F91	5F84	5F84	5F91	5F84	5F84	5F84
4569	5FA0	5F95		5FA0	5F95	5F95	5F95
4570	61B6	5FC6	61B6	61B6	5FC6	5FC6	5FC6
4571	613E	5FFE		613E	5FFE	5FFE	5FFE
4572	619A	60EE		619A	60EE	60EE	60EE
4573	6163	60EF	6163	6163	60EF	60EF	60EF
4574	6232	620F	622F	6232	620F	620F	620F
4575	6227	6217		6227	6217	6217	6217
4576	64B2	6251	64B2	64B2	6251	6251	6251
4578	6476	629F		6476	629F	629F	629F
4579	64D4	62C5	62C5	64D4	62C5	62C5	62C5
4580	64BE	631D		64BE	631D	631D	631D
4581	649F	6322		649F	6322	6322	6322
4582	6417	6363		6417	6363	6363	6363
4583	647B	63BA		647B	63BA	63BA	63BA
4584	645C	63BC		645C	63BC	63BC	63BC
4585	8853	672F	8853	8853	672F	672F	672F
4586	689D	6761	6761	689D	6761	6761	6761
